,seqnames,start,end,width,strand,idr,summit,rep1_pvalue,rep2_pvalue,rep1_qvalue,rep2_qvalue
peak:5919,chr12,113014044,113015179,1136,*,1000,550,71.94505,53.87549,68.27406,7.49283
peak:5920,chr6,52316311,52317188,878,*,1000,387,46.21676,58.98888,43.19989,4.95367
peak:5921,chr8,70158358,70158857,500,*,1000,265,46.21676,58.98888,43.19989,4.16935
peak:5922,chr1,93176490,93176961,472,*,1000,214,73.4425,35.91419,69.7199,10.26936
peak:5923,chr4,119415158,119415625,468,*,1000,289,73.4425,35.91419,69.7199,6.90797
peak:5924,chr10,19591842,19592428,587,*,1000,377,66.02148,43.05983,62.54149,20.81931
peak:5925,chr11,87764048,87764843,796,*,1000,661,38.24075,33.21651,35.36277,5.77031
peak:5926,chr11,96332623,96333304,682,*,1000,431,64.55768,42.85563,61.12064,29.09882
peak:5927,chr12,112145360,112147078,1719,*,1000,1065,64.55768,42.85563,61.12064,9.32069
peak:5928,chr4,132074652,132075548,897,*,1000,166,64.55768,42.85563,61.12064,13.24495
peak:5929,chr4,132535423,132536012,590,*,1000,417,64.55768,42.85563,61.12064,44.53586
peak:5930,chrX,105928660,105929383,724,*,1000,386,64.55768,42.85563,61.12064,11.24113
peak:5931,chr15,83594670,83595321,652,*,1000,387,91.0719,39.0895,86.62019,6.61759
peak:5932,chr10,81342950,81343570,621,*,1000,290,55.92718,50.05264,52.71193,4.16935
peak:5933,chr18,61035578,61036699,1122,*,1000,602,55.92718,50.05264,52.71193,51.33245
peak:5934,chr4,133251224,133251728,505,*,1000,256,55.92718,50.05264,52.71193,31.57105
peak:5935,chr4,136247722,136248852,1131,*,1000,272,55.92718,50.05264,52.71193,3.4222
peak:5936,chrX,96095764,96096366,603,*,1000,204,55.92718,50.05264,52.71193,20.81931
peak:5937,chr19,6140553,6141267,715,*,1000,294,70.1773,54.43676,66.59019,4.95367
peak:5938,chr4,43561896,43562461,566,*,1000,268,62.40983,66.89021,59.04515,29.09882
peak:5939,chr16,21947151,21947726,576,*,1000,312,70.20347,59.82651,66.61398,45.88079
peak:5940,chr15,82046970,82047556,587,*,1000,337,71.77517,68.45701,68.13606,17.13434
peak:5941,chr11,97018465,97019184,720,*,1000,494,47.57852,57.4783,44.53586,8.39444
peak:5942,chr8,91070076,91070598,523,*,1000,141,57.17763,62.03422,53.94995,51.48076
peak:5943,chr13,23738623,23739732,1110,*,1000,459,39.17714,23.51317,36.29428,8.39444
peak:5944,chr10,26375916,26376253,338,*,1000,145,65.71675,55.56516,62.26535,83.05598
peak:5945,chr14,59440641,59441330,690,*,1000,166,64.55018,55.97599,61.12064,31.57105
peak:5946,chr10,40024798,40025338,541,*,1000,200,66.02148,41.44593,62.54149,11.24113
peak:5947,chr2,156421571,156422040,470,*,1000,158,66.02148,41.44593,62.54149,6.61759
peak:5948,chrX,8175551,8176158,608,*,1000,276,66.02148,41.44593,62.54149,9.32069
peak:5949,chr12,116405074,116405744,671,*,1000,417,51.03406,69.78202,47.93131,12.23227
peak:5950,chr12,112999875,113000815,941,*,1000,558,89.01291,66.56522,84.6469,6.90797
peak:5951,chr14,75844701,75846050,1350,*,1000,636,78.93279,74.01637,75.02718,8.39444
peak:5952,chrX,99975273,99976566,1294,*,1000,163,31.87298,19.33931,29.09882,24.29132
peak:5953,chr1,75179519,75180434,916,*,1000,325,57.34684,12.62705,54.09892,8.39444
peak:5954,chr14,21686457,21687043,587,*,1000,350,57.34684,48.59417,54.09892,8.39444
peak:5955,chr14,66296987,66297715,729,*,1000,291,57.34684,48.59417,54.09892,4.58875
peak:5956,chr17,26715342,26716676,1335,*,1000,543,59.81696,67.50603,56.52335,5.77031
peak:5957,chr15,6873938,6874636,699,*,1000,301,77.08882,45.90261,73.24647,5.77031
peak:5958,chr16,32002710,32003255,546,*,1000,327,75.30254,52.5813,71.52351,56.83668
peak:5959,chr12,112877530,112877981,452,*,1000,230,48.94904,55.97599,45.88079,12.21334
peak:5960,chr15,75565990,75567570,1581,*,1000,813,48.94904,55.97599,45.88079,11.24113
peak:5961,chr4,117303916,117304774,859,*,1000,350,48.94904,55.97599,45.88079,5.77031
peak:5962,chr9,108189839,108190620,782,*,1000,350,48.94904,55.97599,45.88079,15.32549
peak:5963,chr11,3331806,3332483,678,*,1000,363,69.75458,57.4783,66.17725,14.27658
peak:5964,chr2,36090843,36091870,1028,*,1000,741,60.20905,33.21651,56.88778,57.83796
peak:5965,chr17,15375594,15376861,1268,*,1000,723,76.4566,37.96763,72.62501,8.39444
peak:5966,chr2,18676289,18678008,1720,*,1000,647,60.99788,59.32088,57.67076,11.24113
peak:5967,chr13,112993474,112994455,982,*,1000,221,71.94505,41.89223,68.27406,6.61759
peak:5968,chr7,141131138,141131657,520,*,1000,207,70.45412,43.21977,66.83325,15.32549
peak:5969,chr15,85576099,85577219,1121,*,1000,196,40.90834,10.56447,37.98452,13.24495
peak:5970,chr4,141060073,141061071,999,*,1000,446,62.46478,72.37539,59.09938,6.61759
peak:5971,chr9,102353225,102354742,1518,*,1000,551,33.1246,26.69236,30.33007,4.95367
peak:5972,chr15,36210322,36210889,568,*,1000,365,58.77417,47.14502,55.49189,16.11803
peak:5973,chr15,76182600,76184143,1544,*,1000,724,58.77417,15.89268,55.49189,4.95367
peak:5974,chr2,131144568,131145241,674,*,1000,192,58.77417,47.14502,55.49189,3.4222
peak:5975,chr3,103575119,103575603,485,*,1000,189,58.77417,47.14502,55.49189,4.95367
peak:5976,chr4,11704284,11704647,364,*,1000,176,58.77417,47.14502,55.49189,91.86305
peak:5977,chr5,31613944,31614228,285,*,1000,132,58.77417,47.14502,55.49189,26.67152
peak:5978,chr5,52113969,52114380,412,*,1000,152,58.77417,47.14502,55.49189,20.81931
peak:5979,chr9,106170609,106171618,1010,*,1000,482,58.77417,47.14502,55.49189,12.23227
peak:5980,chr13,40722772,40723477,706,*,1000,261,61.65134,51.37416,58.2932,5.77031
peak:5981,chr14,26668468,26669638,1171,*,1000,962,66.02148,47.23719,62.54149,4.16935
peak:5982,chr15,74955259,74956112,854,*,1000,255,62.78068,45.70541,59.4125,5.77031
peak:5983,chr5,108132670,108133079,410,*,1000,172,61.35412,61.20152,58.02348,60.04749
peak:5984,chr19,5660338,5661231,894,*,1000,545,50.32814,38.65811,47.23287,14.27658
peak:5985,chr2,35719864,35720872,1009,*,1000,300,50.32814,15.89268,47.23287,7.49283
peak:5986,chr8,84042176,84043401,1226,*,1000,209,50.32814,6.76587,47.23287,5.77031
peak:5987,chr11,59191472,59192143,672,*,1000,434,76.4566,42.73919,72.62501,6.35232
peak:5988,chr15,35937577,35938162,586,*,1000,272,68.14458,45.30228,64.61468,5.77031
peak:5989,chr14,74732017,74732823,807,*,1000,629,77.97306,31.8858,74.08454,17.47617
peak:5990,chr16,93683075,93683950,876,*,1000,682,77.97306,31.8858,74.08454,6.61759
peak:5991,chr15,39943076,39944319,1244,*,1000,761,79.0718,96.47161,75.16452,32.13349
peak:5992,chr14,70442897,70443476,580,*,1000,388,66.08137,45.70541,62.60024,19.56649
peak:5993,chr17,27820032,27821024,993,*,1000,454,63.63157,74.23723,60.22874,20.81931
peak:5994,chr7,16614114,16615669,1556,*,1000,1040,82.91734,57.40955,78.83392,85.17324
peak:5995,chr16,62854129,62854518,390,*,1000,155,57.02021,60.50757,53.7947,15.32549
peak:5996,chr15,78119434,78120315,882,*,1000,485,68.96981,38.65811,65.39683,8.13678
peak:5997,chr4,89137325,89137910,586,*,1000,219,68.96981,38.65811,65.39683,6.61759
peak:5998,chr5,130144915,130145302,388,*,1000,169,68.96981,38.65811,65.39683,32.82476
peak:5999,chr6,39573807,39574278,472,*,1000,243,95.04253,24.16443,90.35994,12.21334
peak:6000,chr9,69989310,69989988,679,*,1000,341,73.30594,61.58172,69.61517,7.49283
peak:6001,chr16,4683987,4684357,371,*,1000,212,68.52247,45.70541,64.98427,7.49283
peak:6002,chr5,37338355,37338757,403,*,1000,225,68.52247,45.70541,64.98427,24.29132
peak:6003,chr14,32165499,32165927,429,*,1000,164,60.20905,45.70541,56.88778,5.77031
peak:6004,chr16,16983106,16984020,915,*,1000,572,60.20905,45.70541,56.88778,65.39683
peak:6005,chr11,107131433,107132457,1025,*,1000,824,82.56979,70.22565,78.49415,4.38898
peak:6006,chr18,38600643,38601950,1308,*,1000,268,58.77417,10.56447,55.49189,45.59543
peak:6007,chr2,140066440,140066873,434,*,1000,207,81.93012,40.23189,77.90417,6.61759
peak:6008,chr1,164457526,164459110,1585,*,1000,569,74.94638,44.00606,71.17066,47.23287
peak:6009,chr7,125552168,125552555,388,*,1000,226,74.94638,44.00606,71.17066,24.29132
peak:6010,chr19,12794690,12796072,1383,*,1000,1064,58.30988,68.54623,55.0519,13.63535
peak:6011,chr16,5132192,5132760,569,*,1000,283,51.71566,52.99679,48.59208,20.58241
peak:6012,chr4,107435365,107436005,641,*,1000,385,51.71566,52.99679,48.59208,11.04949
peak:6013,chr5,24474112,24475251,1140,*,1000,471,51.71566,52.99679,48.59208,18.98447
peak:6014,chr5,125026569,125027228,660,*,1000,403,51.71566,52.99679,48.59208,1.73041
peak:6015,chr7,4501151,4501795,645,*,1000,364,51.71566,52.99679,48.59208,6.61759
peak:6016,chr10,71237535,71238372,838,*,1000,643,67.51756,52.99679,63.99014,7.49283
peak:6017,chr2,101678302,101678987,686,*,1000,186,55.92718,49.67989,52.71193,29.42316
peak:6018,chr4,135352400,135353405,1006,*,1000,667,67.49223,57.73921,63.96826,88.86071
peak:6019,chr1,36546844,36547312,469,*,1000,289,75.07857,41.44593,71.30039,8.39444
peak:6020,chr11,73047686,73048492,807,*,1000,457,65.65486,47.48039,62.20736,4.95367
peak:6021,chr1,14755091,14756199,1109,*,1000,357,70.45412,37.28052,66.83325,13.24495
peak:6022,chr17,56036139,56036841,703,*,1000,346,69.75458,65.61158,66.17725,6.61759
peak:6023,chr2,18766925,18767494,570,*,1000,320,85.64218,69.68298,81.4335,5.77031
peak:6024,chr3,69721962,69722436,475,*,1000,220,54.46115,62.03422,51.29656,6.61759
peak:6025,chr19,45301739,45302291,553,*,1000,271,35.66128,25.42839,32.82476,30.33007
peak:6026,chr11,72488717,72489279,563,*,1000,152,61.65134,44.27554,58.2932,73.49545
peak:6027,chr14,58070594,58071492,899,*,1000,608,61.65134,44.27554,58.2932,14.27658
peak:6028,chr16,95990632,95991064,433,*,1000,218,61.65134,44.27554,58.2932,9.32069
peak:6029,chr4,129672131,129672753,623,*,1000,291,61.65134,44.27554,58.2932,4.95367
peak:6030,chr8,85083197,85083673,477,*,1000,186,61.65134,44.27554,58.2932,67.25861
peak:6031,chr8,87943595,87944152,558,*,1000,150,61.65134,44.27554,58.2932,17.38907
peak:6032,chr10,34127338,34127872,535,*,1000,253,53.11144,51.52024,49.95972,10.26936
peak:6033,chr2,132781357,132782081,725,*,1000,277,53.11144,51.52024,49.95972,32.82476
peak:6034,chr6,145340630,145341073,444,*,1000,129,53.11144,51.52024,49.95972,7.93726
peak:6035,chr12,41023901,41024548,648,*,1000,213,72.77834,61.66344,69.09692,19.68948
peak:6036,chr12,107979659,107980792,1134,*,1000,862,44.86394,30.56765,41.87118,66.61398
peak:6037,chr5,76857300,76858522,1223,*,1000,608,44.86394,14.78276,41.87118,7.49283
peak:6038,chr8,85298918,85300128,1211,*,1000,489,86.39585,34.04862,82.17437,17.47617
peak:6039,chr14,68124062,68125195,1134,*,1000,738,71.94505,35.91419,68.27406,4.87698
peak:6040,chr1,155416745,155417579,835,*,1000,309,64.85558,54.48209,61.41336,90.35994
peak:6041,chr11,95121346,95122014,669,*,1000,174,64.85558,54.48209,61.41336,3.4222
peak:6042,chr5,112153586,112154178,593,*,1000,318,60.18438,51.52024,56.88565,18.57489
peak:6043,chr10,119453368,119454859,1492,*,1000,599,63.10092,42.85563,59.70399,25.47523
peak:6044,chr11,71003800,71004514,715,*,1000,505,73.48388,54.48209,69.7612,5.77031
peak:6045,chr3,125937711,125939177,1467,*,1000,734,47.57852,56.95542,44.53586,10.26936
peak:6046,chr10,81036999,81037373,375,*,1000,245,76.10726,66.09939,72.31284,18.16596
peak:6047,chr6,91515459,91516005,547,*,1000,389,74.94638,53.68597,71.17066,12.82426
peak:6048,chr12,33956939,33958435,1497,*,1000,934,29.40471,40.04667,26.67152,31.57105
peak:6049,chr6,4902778,4904068,1291,*,1000,873,29.40471,12.62705,26.67152,2.83815
peak:6050,chr11,4745849,4747514,1666,*,1000,1004,54.51533,50.05264,51.33245,26.67152
peak:6051,chr2,30784506,30785031,526,*,1000,294,54.51533,50.05264,51.33245,6.61759
peak:6052,chr6,83121784,83122437,654,*,1000,302,54.51533,50.05264,51.33245,15.11714
peak:6053,chr7,109865366,109865969,604,*,1000,334,54.51533,50.05264,51.33245,3.4222
peak:6054,chr9,108783584,108784034,451,*,1000,275,54.51533,50.05264,51.33245,15.32549
peak:6055,chr2,94405994,94406721,728,*,1000,343,60.23717,71.48006,56.9157,5.77031
peak:6056,chr4,126735161,126736419,1259,*,1000,353,48.94904,8.83184,45.88079,4.16935
peak:6057,chr1,74389500,74390478,979,*,1000,380,46.21676,13.69387,43.19989,9.32069
peak:6058,chr10,79960151,79960549,399,*,1000,132,73.4425,34.55941,69.7199,5.77031
peak:6059,chr2,128863689,128864358,670,*,1000,340,73.4425,34.55941,69.7199,10.26936
peak:6060,chr13,100650829,100651823,995,*,1000,434,63.36323,63.86786,59.96416,93.36972
peak:6061,chr6,56923512,56924006,495,*,1000,346,72.24832,62.96191,68.57539,27.87908
peak:6062,chr6,7692826,7693397,572,*,1000,191,64.55768,41.44593,61.12064,7.38193
peak:6063,chr8,11550397,11550783,387,*,1000,211,59.93472,47.14502,56.64023,7.49283
peak:6064,chr11,97021443,97022929,1487,*,1000,1032,55.92718,35.91419,52.71193,4.95367
peak:6065,chr19,7421892,7422493,602,*,1000,262,55.92718,48.59417,52.71193,11.24113
peak:6066,chr2,152942822,152943557,736,*,1000,405,55.92718,48.59417,52.71193,3.4222
peak:6067,chr3,102012429,102013104,676,*,1000,398,55.92718,48.59417,52.71193,21.96294
peak:6068,chr7,90442830,90444079,1250,*,1000,300,55.92718,48.59417,52.71193,62.54149
peak:6069,chr15,59373825,59374459,635,*,1000,294,72.26879,72.80453,68.59544,85.88361
peak:6070,chr5,138996758,138998576,1819,*,1000,942,47.57852,35.91419,44.53586,66.65111
peak:6071,chr7,140048467,140049301,835,*,1000,493,47.57852,35.91419,44.53586,5.03264
peak:6072,chrX,36902668,36903559,892,*,1000,299,47.57852,9.57146,44.53586,72.62501
peak:6073,chr9,54950675,54951286,612,*,1000,449,71.94505,40.57422,68.27406,4.95367
peak:6074,chr11,53463207,53464094,888,*,1000,540,39.54591,40.04667,36.6454,22.86542
peak:6075,chr7,6155082,6156465,1384,*,1000,614,59.60617,60.87519,56.31431,8.54513
peak:6076,chr13,43864475,43865014,540,*,1000,172,66.02148,40.04667,62.54149,7.87256
peak:6077,chr16,18836544,18837110,567,*,1000,150,66.02148,40.04667,62.54149,5.77031
peak:6078,chr3,153944129,153944894,766,*,1000,253,66.02148,40.04667,62.54149,4.95367
peak:6079,chr8,92363240,92363633,394,*,1000,218,66.02148,40.04667,62.54149,5.77031
peak:6080,chr6,38551302,38552332,1031,*,1000,311,41.52125,78.78635,38.59566,6.51521
peak:6081,chr2,119972351,119972852,502,*,1000,222,77.36102,37.29725,73.51523,3.4222
peak:6082,chr10,79540246,79541058,813,*,1000,647,57.34684,26.69236,54.09892,10.26936
peak:6083,chr13,95222397,95223341,945,*,1000,724,57.34684,47.14502,54.09892,6.61759
peak:6084,chr14,33351014,33351576,563,*,1000,289,57.34684,47.14502,54.09892,65.39683
peak:6085,chr15,79827882,79829205,1324,*,1000,1021,57.34684,47.14502,54.09892,16.39248
peak:6086,chr8,32884466,32884969,504,*,1000,288,57.34684,47.14502,54.09892,8.39444
peak:6087,chrX,48208134,48208664,531,*,1000,175,57.34684,47.14502,54.09892,13.24495
peak:6088,chr7,137309108,137310688,1581,*,1000,1217,61.65134,49.99348,58.2932,2.6984
peak:6089,chr2,94437713,94438295,583,*,1000,163,57.34684,54.16015,54.09892,6.10721
peak:6090,chr4,126321125,126321992,868,*,1000,532,59.60617,57.4783,56.31431,3.4222
peak:6091,chr11,96345496,96346591,1096,*,1000,365,48.94904,54.48209,45.88079,6.61759
peak:6092,chr17,24206510,24207007,498,*,1000,264,48.94904,54.48209,45.88079,6.61759
peak:6093,chr15,89166908,89167992,1085,*,1000,626,76.4566,31.8858,72.62501,8.39444
peak:6094,chr19,28011153,28011652,500,*,1000,246,76.4566,31.8858,72.62501,4.95367
peak:6095,chr15,99725645,99726215,571,*,1000,151,67.51756,57.38303,63.99014,7.49283
peak:6096,chr10,86021704,86022423,720,*,1000,390,77.6059,65.20941,73.75523,17.47617
peak:6097,chr16,32246416,32247283,868,*,1000,633,54.03746,108.9727,50.8768,35.36277
peak:6098,chr6,72344797,72345247,451,*,1000,202,67.49223,38.65811,63.96826,2.71365
peak:6099,chr8,71542936,71543324,389,*,1000,144,67.49223,38.65811,63.96826,17.47617
peak:6100,chr9,103201687,103202155,469,*,1000,270,67.49223,38.65811,63.96826,25.47523
peak:6101,chr7,127232851,127233562,712,*,1000,350,82.91734,50.07523,78.83392,4.95367
peak:6102,chr4,42949772,42950418,647,*,1000,209,74.43809,40.57422,70.6988,6.61759
peak:6103,chrX,112600477,112601821,1345,*,1000,152,33.1246,25.42839,30.33007,18.57489
peak:6104,chr19,12595750,12596566,817,*,1000,442,58.77417,45.70541,55.49189,7.49283
peak:6105,chr19,40588131,40588621,491,*,1000,172,58.77417,45.70541,55.49189,4.16935
peak:6106,chr2,155630261,155631343,1083,*,1000,524,58.77417,13.69387,55.49189,3.19711
peak:6107,chr6,114397696,114398363,668,*,1000,248,58.77417,45.70541,55.49189,4.4209
peak:6108,chr10,81266491,81266996,506,*,1000,343,64.63001,58.98888,61.19165,60.722
peak:6109,chr5,107437745,107438358,614,*,1000,279,65.90261,67.07549,62.44839,6.61759
peak:6110,chr1,192137487,192138607,1121,*,1000,652,59.12161,95.85126,55.83411,32.92333
peak:6111,chr4,88721895,88722700,806,*,1000,564,79.09973,45.28151,75.19127,8.39444
peak:6112,chr5,74093004,74093529,526,*,1000,214,62.78068,44.27554,59.4125,4.16935
peak:6113,chr11,60210257,60210806,550,*,1000,259,70.45412,52.60153,66.83325,5.22696
peak:6114,chr12,101718025,101718727,703,*,1000,334,50.32814,52.99679,47.23287,70.14298
peak:6115,chr19,44988923,44989667,745,*,1000,470,50.32814,52.99679,47.23287,18.57489
peak:6116,chr2,167189307,167190398,1092,*,1000,908,50.32814,52.99679,47.23287,8.39444
peak:6117,chr4,127235946,127237015,1070,*,1000,428,50.32814,52.99679,47.23287,5.46347
peak:6118,chr4,137664414,137665330,917,*,1000,411,50.32814,52.99679,47.23287,4.95367
peak:6119,chr9,45905917,45907298,1382,*,1000,526,71.01394,78.11089,67.38997,3.4222
peak:6120,chr4,129334687,129335632,946,*,1000,359,87.19814,34.42765,82.91378,5.77031
peak:6121,chr2,69585340,69586441,1102,*,1000,593,42.18587,34.55941,39.24029,7.62166
peak:6122,chr3,108085996,108086813,818,*,1000,506,68.96981,37.28052,65.39683,56.30876
peak:6123,chr8,27042377,27043125,749,*,1000,331,68.96981,37.28052,65.39683,7.93726
peak:6124,chr8,84701271,84701914,644,*,1000,457,68.96981,37.28052,65.39683,26.67152
peak:6125,chr8,84969176,84970034,859,*,1000,370,50.67486,68.77994,47.57635,62.05449
peak:6126,chr17,71616071,71616955,885,*,1000,172,61.65134,62.9845,58.2932,2.71365
peak:6127,chr5,124327519,124328104,586,*,1000,308,60.39609,52.99679,57.07409,5.33332
peak:6128,chr15,88954445,88955051,607,*,1000,162,60.20905,44.27554,56.88778,5.77031
peak:6129,chr17,46890456,46891517,1062,*,1000,488,60.20905,44.27554,56.88778,16.39248
peak:6130,chr18,3382989,3383630,642,*,1000,330,60.20905,44.27554,56.88778,5.33332
peak:6131,chr5,137684215,137684785,571,*,1000,331,60.20905,44.27554,56.88778,8.39444
peak:6132,chr5,142960139,142961395,1257,*,1000,741,60.20905,44.27554,56.88778,12.21334
peak:6133,chr6,125494039,125494910,872,*,1000,395,60.20905,44.27554,56.88778,30.73578
peak:6134,chr7,105481562,105482598,1037,*,1000,322,60.20905,44.27554,56.88778,7.74907
peak:6135,chr7,142474790,142475250,461,*,1000,246,60.20905,44.27554,56.88778,2.43893
peak:6136,chr9,44113263,44113532,270,*,1000,121,60.20905,44.27554,56.88778,75.54902
peak:6137,chr13,93303729,93304690,962,*,1000,293,75.40413,94.95572,71.62484,29.09882
peak:6138,chr3,95172232,95173947,1716,*,1000,1050,51.71566,51.52024,48.59208,24.29132
peak:6139,chr5,121852437,121853291,855,*,1000,657,51.71566,51.52024,48.59208,12.11644
peak:6140,chr9,78448069,78448765,697,*,1000,373,51.71566,51.52024,48.59208,84.39793
peak:6141,chr8,25597062,25597496,435,*,1000,163,69.66448,59.41542,66.08838,2.71365
peak:6142,chr9,108460463,108460943,481,*,1000,184,73.64293,51.13928,69.91941,7.49283
peak:6143,chr13,103773956,103774774,819,*,1000,625,63.36323,68.54623,59.96416,75.54902
peak:6144,chr16,10542567,10543152,586,*,1000,350,63.36323,68.54623,59.96416,29.05791
peak:6145,chr11,60477646,60479215,1570,*,1000,458,43.52024,15.89268,40.55143,4.95367
peak:6146,chr9,119894939,119895432,494,*,1000,304,43.52024,58.98888,40.55143,14.27658
peak:6147,chr12,17176005,17176882,878,*,1000,282,70.45412,35.91419,66.83325,6.61759
peak:6148,chr11,30954305,30954693,389,*,1000,218,74.20921,42.22645,70.477,3.4222
peak:6149,chr8,70539387,70539940,554,*,1000,243,72.91267,62.57541,69.22681,3.98959
peak:6150,chr11,51967468,51968131,664,*,1000,217,70.45412,46.56538,66.83325,20.81931
peak:6151,chr5,104508206,104508808,603,*,1000,308,51.66603,57.4783,48.56014,12.23227
peak:6152,chr4,124986269,124987235,967,*,1000,167,35.66128,13.69387,32.82476,6.61759
peak:6153,chr4,46489016,46489704,689,*,1000,317,47.15571,55.97599,44.13071,8.39444
peak:6154,chr11,69346446,69346854,409,*,1000,249,61.65134,42.85563,58.2932,6.10721
peak:6155,chr11,97114520,97115472,953,*,1000,457,61.65134,42.85563,58.2932,13.24495
peak:6156,chr11,119036970,119037715,746,*,1000,317,61.65134,42.85563,58.2932,15.32549
peak:6157,chr4,33310140,33310723,584,*,1000,360,61.65134,42.85563,58.2932,8.39444
peak:6158,chr4,119814841,119815313,473,*,1000,152,61.65134,42.85563,58.2932,36.6454
peak:6159,chr5,110342384,110343377,994,*,1000,496,61.65134,42.85563,58.2932,21.91676
peak:6160,chr7,44496199,44496592,394,*,1000,156,61.65134,42.85563,58.2932,4.95367
peak:6161,chrX,133689578,133690237,660,*,1000,495,61.65134,42.85563,58.2932,13.24495
peak:6162,chr4,155150498,155151266,769,*,1000,269,69.94707,52.7631,66.36263,72.62501
peak:6163,chr16,45742649,45743166,518,*,1000,253,81.17409,68.91759,77.16319,66.83325
peak:6164,chr13,30136242,30136807,566,*,1000,244,49.83705,68.21762,46.7609,3.78551
peak:6165,chr5,24685522,24686250,729,*,1000,514,82.94366,69.68298,78.85911,6.61759
peak:6166,chr9,50616705,50617462,758,*,1000,234,63.00819,53.84314,59.63516,7.49283
peak:6167,chr8,3278926,3279815,890,*,1000,538,68.51988,60.50757,64.98427,4.16935
peak:6168,chr9,82974235,82974624,390,*,1000,136,45.56664,62.03422,42.56947,1.42227
peak:6169,chr4,99715346,99716063,718,*,1000,423,64.02675,41.44593,60.62161,8.39444
peak:6170,chr11,95202018,95202558,541,*,1000,368,53.11144,50.05264,49.95972,13.24495
peak:6171,chr15,101045988,101047618,1631,*,1000,913,53.11144,50.05264,49.95972,14.27658
peak:6172,chr3,30855699,30856463,765,*,1000,471,53.11144,50.05264,49.95972,16.39248
peak:6173,chr3,145937924,145938623,700,*,1000,502,53.11144,50.05264,49.95972,4.95367
peak:6174,chr4,134923233,134924551,1319,*,1000,870,53.11144,50.05264,49.95972,13.16389
peak:6175,chr6,88193508,88194676,1169,*,1000,576,53.11144,50.05264,49.95972,55.49189
peak:6176,chr8,84084526,84085142,617,*,1000,388,53.11144,50.05264,49.95972,18.35752
peak:6177,chrX,85573600,85574482,883,*,1000,496,53.11144,50.05264,49.95972,6.61759
peak:6178,chr3,75955853,75957302,1450,*,1000,902,71.04972,54.48209,67.42468,4.95367
peak:6179,chr18,31609364,31609959,596,*,1000,316,77.6059,82.24191,73.75523,74.08454
peak:6180,chr17,79715704,79716185,482,*,1000,303,68.96981,47.8575,65.39683,24.29132
peak:6181,chr8,88453983,88454682,700,*,1000,354,44.86394,57.4783,41.87118,6.61759
peak:6182,chrX,42149496,42150413,918,*,1000,337,44.86394,57.4783,41.87118,12.23227
peak:6183,chr12,16589360,16589971,612,*,1000,298,71.94505,34.55941,68.27406,10.34872
peak:6184,chr4,134496799,134497267,469,*,1000,224,71.94505,34.55941,68.27406,4.95367
peak:6185,chr7,98655665,98656645,981,*,1000,318,71.94505,34.55941,68.27406,8.39444
peak:6186,chr6,39205410,39207390,1981,*,1000,1466,78.93279,80.88589,75.02718,6.0306
peak:6187,chr5,121451884,121453002,1119,*,1000,671,99.72308,92.04565,94.83965,27.87908
peak:6188,chr15,78712300,78713164,865,*,1000,661,63.10092,41.44593,59.70399,4.16935
peak:6189,chr18,34840378,34840918,541,*,1000,352,63.10092,41.44593,59.70399,15.32549
peak:6190,chr9,121669351,121669716,366,*,1000,150,63.10092,41.44593,59.70399,6.61759
peak:6191,chr11,69914029,69914624,596,*,1000,112,53.55507,72.5686,50.39664,29.09882
peak:6192,chr3,92080496,92081982,1487,*,1000,704,55.33582,48.59417,52.14531,87.36462
peak:6193,chr11,87126851,87127782,932,*,1000,250,72.91267,69.68298,69.22681,11.24113
peak:6194,chr2,173275328,173277243,1916,*,1000,910,72.91267,69.68298,69.22681,16.39248
peak:6195,chr13,101694449,101694819,371,*,1000,159,54.51533,48.59417,51.33245,4.58875
peak:6196,chr4,109406700,109407424,725,*,1000,391,54.51533,48.59417,51.33245,10.26936
peak:6197,chr5,41707512,41708284,773,*,1000,215,54.51533,48.59417,51.33245,5.77031
peak:6198,chr12,85374129,85374533,405,*,1000,217,52.88848,62.36775,49.75539,11.26237
peak:6199,chr15,90224082,90224712,631,*,1000,361,69.1952,55.54221,65.62106,17.47617
peak:6200,chr1,150993164,150993578,415,*,1000,224,57.09611,46.8831,53.87054,13.24495
peak:6201,chr12,4038173,4039089,917,*,1000,624,46.21676,55.97599,43.19989,16.39248
peak:6202,chr19,38096763,38097833,1071,*,1000,849,46.21676,55.97599,43.19989,8.39444
peak:6203,chr7,101821631,101822385,755,*,1000,255,46.21676,55.97599,43.19989,6.61759
peak:6204,chr19,3767271,3769239,1969,*,1000,1494,85.64218,81.41098,81.4335,7.49283
peak:6205,chr3,90254190,90254753,564,*,1000,174,65.71675,45.70541,62.26535,29.09882
peak:6206,chr6,5495946,5496362,417,*,1000,191,73.4425,33.21651,69.7199,18.28287
peak:6207,chr5,73490555,73491595,1041,*,1000,626,64.2143,33.59425,60.80703,13.24495
peak:6208,chr17,5189585,5190382,798,*,1000,297,67.18654,51.15627,63.69133,62.54149
peak:6209,chr5,124424714,124426177,1464,*,1000,1164,64.2143,48.60043,60.80703,7.74907
peak:6210,chr17,23726237,23727019,783,*,1000,185,58.77417,58.47434,55.49189,19.68948
peak:6211,chr7,47050366,47051026,661,*,1000,444,64.55768,40.04667,61.12064,4.12958
peak:6212,chr7,66387535,66388523,989,*,1000,500,64.55768,40.04667,61.12064,4.16935
