V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
chr10,121033624,121034395,.,785,.,19.7569,-1,-1,294,0.864251,1.89132,121033624,121034395,8.75804,295,121033776,121034150,10.99886,141
chr7,79847866,79848461,.,975,.,19.75558,-1,-1,446,1.27902,2.348928,79847866,79848461,10.85495,440,79848045,79848458,8.90063,273
chr1,134494522,134495181,.,946,.,19.7454,-1,-1,252,1.215862,2.279518,134494522,134495181,10.75,239,134494538,134495094,8.9954,249
chr1,59685004,59685194,.,876,.,19.74315,-1,-1,93,1.060971,2.111062,59685004,59685194,9.8821,88,59685013,59685188,9.86105,89
chr11,8468276,8469052,.,753,.,19.73665,-1,-1,338,0.799754,1.814166,8468291,8469052,14.04758,324,8468276,8468734,5.68907,337
chr11,100566929,100567192,.,803,.,19.73665,-1,-1,114,0.903531,1.93527,100566929,100567192,14.04758,119,100566950,100567159,5.68907,88
chr18,36744141,36744526,.,798,.,19.73665,-1,-1,279,0.893437,1.923524,36744141,36744526,14.04758,280,36744338,36744502,5.68907,81
chr19,41932875,41933299,.,830,.,19.73665,-1,-1,115,0.962881,2.000655,41932875,41933299,14.04758,116,41932877,41933045,5.68907,113
chr3,45377092,45377380,.,781,.,19.73665,-1,-1,165,0.857812,1.883053,45377092,45377380,14.04758,155,45377168,45377340,5.68907,100
chr4,141308657,141309321,.,820,.,19.73665,-1,-1,271,0.942532,1.976177,141308657,141309321,14.04758,278,141308770,141309154,5.68907,151
chrX,60894047,60894307,.,759,.,19.73665,-1,-1,138,0.813254,1.829987,60894047,60894307,14.04758,142,60894071,60894243,5.68907,111
chr3,135603687,135603942,.,935,.,19.73237,-1,-1,138,1.192676,2.253845,135603687,135603942,12.90549,131,135603767,135603935,6.82688,66
chr3,21936084,21936320,.,818,.,19.72796,-1,-1,130,0.938935,1.970068,21936084,21936320,8.98914,134,21936099,21936313,10.73882,111
chr11,58903840,58904321,.,962,.,19.72604,-1,-1,309,1.251765,2.316982,58903840,58904321,10.62353,311,58904022,58904309,9.10251,126
chr6,84105504,84106052,.,954,.,19.72604,-1,-1,328,1.233524,2.299405,84105504,84106052,10.62353,333,84105522,84105976,9.10251,306
chr8,69885845,69886583,.,947,.,19.72604,-1,-1,214,1.218921,2.282354,69885845,69886531,10.62353,235,69885909,69886583,9.10251,129
chr1,72243797,72244203,.,987,.,19.72062,-1,-1,282,1.307311,2.377944,72243797,72244203,12.45127,278,72243950,72244155,7.26935,134
chr1,105780391,105781029,.,969,.,19.71742,-1,-1,401,1.266851,2.335394,105780391,105781029,12.132,486,105780507,105780986,7.58542,200
chr10,81387658,81388403,.,963,.,19.71742,-1,-1,265,1.253998,2.319857,81387658,81388403,12.132,354,81387714,81387979,7.58542,120
chr11,96997753,96998017,.,977,.,19.71742,-1,-1,132,1.284425,2.355163,96997753,96998017,12.132,121,96997847,96998008,7.58542,50
chr12,31849014,31849231,.,961,.,19.71742,-1,-1,101,1.250752,2.315906,31849014,31849231,12.132,88,31849052,31849210,7.58542,76
chr16,91561501,91561938,.,972,.,19.71742,-1,-1,285,1.269681,2.341595,91561501,91561938,12.132,300,91561655,91561894,7.58542,117
chr17,56728228,56728610,.,1000,.,19.71742,-1,-1,143,1.362102,2.425646,56728228,56728610,12.132,136,56728241,56728591,7.58542,137
chr17,79934433,79934682,.,977,.,19.71742,-1,-1,109,1.282667,2.35406,79934433,79934681,12.132,116,79934438,79934682,7.58542,97
chr19,24897328,24897631,.,987,.,19.71742,-1,-1,145,1.306991,2.377576,24897328,24897631,12.132,153,24897338,24897539,7.58542,127
chr3,66978631,66979179,.,1000,.,19.71742,-1,-1,265,1.343453,2.413841,66978631,66979179,12.132,145,66978657,66979141,7.58542,359
chr4,5798038,5798322,.,983,.,19.71742,-1,-1,128,1.298431,2.368753,5798038,5798322,12.132,130,5798040,5798208,7.58542,125
chr7,16906869,16907442,.,975,.,19.71742,-1,-1,183,1.279061,2.349293,16906904,16907442,12.132,140,16906869,16907281,7.58542,191
chr8,70332961,70333516,.,993,.,19.71742,-1,-1,209,1.322078,2.392333,70332961,70333516,12.132,207,70332977,70333316,7.58542,195
chr8,91804344,91804847,.,996,.,19.71742,-1,-1,152,1.329196,2.400095,91804344,91804847,12.132,192,91804349,91804733,7.58542,107
chr9,57961401,57962093,.,970,.,19.71742,-1,-1,201,1.268558,2.338303,57961401,57962093,12.132,138,57961422,57961805,7.58542,244
chr8,106010904,106011589,.,976,.,19.71235,-1,-1,370,1.280056,2.351125,106010904,106011589,12.132,359,106010927,106011405,7.58035,358
chr5,114801176,114801403,.,970,.,19.70893,-1,-1,78,1.268313,2.337211,114801176,114801403,11.81274,87,114801194,114801369,7.89619,51
chr8,12395295,12396123,.,980,.,19.70552,-1,-1,449,1.290542,2.361042,12395295,12396123,11.49348,541,12395509,12395914,8.21204,143
chr11,85216561,85216787,.,918,.,19.6982,-1,-1,98,1.154007,2.21154,85216561,85216783,10.21642,89,85216608,85216787,9.48178,60
chr11,86251675,86251884,.,917,.,19.6982,-1,-1,76,1.153047,2.210166,86251675,86251884,10.21642,69,86251675,86251873,9.48178,84
chr15,98857404,98858379,.,916,.,19.6982,-1,-1,421,1.150301,2.206394,98857404,98858379,10.21642,178,98857533,98858276,9.48178,163
chr18,25537785,25538022,.,904,.,19.6982,-1,-1,78,1.127825,2.17894,25537785,25538022,10.21642,77,25537825,25537996,9.48178,39
chr2,62411485,62412025,.,908,.,19.6982,-1,-1,387,1.135702,2.188369,62411485,62412025,10.21642,389,62411742,62412023,9.48178,129
chr3,54915625,54916076,.,907,.,19.6982,-1,-1,249,1.133491,2.185668,54915625,54916076,10.21642,245,54915631,54916032,9.48178,248
chr4,150651812,150652251,.,922,.,19.6982,-1,-1,286,1.165649,2.222196,150651812,150652251,10.21642,287,150651864,150652231,9.48178,234
chr5,103833587,103834185,.,927,.,19.6982,-1,-1,389,1.174106,2.233257,103833587,103834185,10.21642,441,103833670,103834093,9.48178,255
chr5,119086190,119086431,.,935,.,19.6982,-1,-1,106,1.192392,2.253495,119086190,119086431,10.21642,85,119086221,119086426,9.48178,97
chr5,122049083,122049578,.,920,.,19.6982,-1,-1,366,1.159663,2.216005,122049083,122049578,10.21642,338,122049393,122049571,9.48178,85
chr5,125019473,125020218,.,925,.,19.6982,-1,-1,329,1.169997,2.229093,125019473,125020218,10.21642,317,125019707,125019942,9.48178,108
chr6,90428269,90428658,.,920,.,19.6982,-1,-1,154,1.160278,2.217379,90428273,90428658,10.21642,147,90428269,90428653,9.48178,158
chr7,19523918,19524773,.,918,.,19.6982,-1,-1,361,1.156292,2.212571,19523918,19524773,10.21642,348,19523975,19524662,9.48178,318
chr7,126704439,126705000,.,925,.,19.6982,-1,-1,202,1.170422,2.229786,126704439,126705000,10.21642,203,126704507,126704777,9.48178,133
chr7,127235465,127236816,.,912,.,19.6982,-1,-1,495,1.143523,2.19854,127235465,127236816,10.21642,514,127235739,127236523,9.48178,175
chr7,139894605,139895176,.,933,.,19.6982,-1,-1,286,1.185804,2.247194,139894605,139895176,10.21642,292,139894606,139895014,9.48178,280
chr8,70251654,70251990,.,906,.,19.6982,-1,-1,135,1.131829,2.182637,70251654,70251990,10.21642,135,70251673,70251902,9.48178,117
chr8,87656470,87656825,.,898,.,19.6982,-1,-1,146,1.111308,2.162791,87656470,87656825,10.21642,144,87656485,87656699,9.48178,134
chr8,92366623,92367166,.,899,.,19.6982,-1,-1,319,1.113291,2.16581,92366623,92367166,10.21642,353,92366840,92367036,9.48178,69
chr1,174501694,174502222,.,895,.,19.69185,-1,-1,277,1.105864,2.157769,174501697,174502222,10.21642,329,174501694,174502176,9.47543,223
chr11,95859325,95859782,.,989,.,19.68535,-1,-1,305,1.31209,2.382739,95859325,95859782,11.32415,297,95859334,95859756,8.3612,304
chr18,64659886,64660247,.,967,.,19.68415,-1,-1,163,1.262818,2.32924,64659886,64660247,11.81274,161,64659925,64660189,7.87141,127
chr11,96916008,96916459,.,968,.,19.67951,-1,-1,273,1.264485,2.33213,96916008,96916459,10.95627,339,96916103,96916439,8.72324,112
chr2,173516500,173516926,.,717,.,19.67897,-1,-1,297,0.720239,1.726963,173516500,173516926,8.30084,319,173516511,173516908,11.37813,265
chr6,89835223,89835867,.,739,.,19.67897,-1,-1,351,0.766872,1.780011,89835223,89835865,8.30084,349,89835248,89835867,11.37813,328
chr7,19212412,19212751,.,738,.,19.67897,-1,-1,133,0.76558,1.778068,19212412,19212751,8.30084,127,19212424,19212674,11.37813,128
chr2,148043574,148044253,.,677,.,19.67665,-1,-1,444,0.640077,1.631017,148043574,148044253,14.36685,481,148043845,148044127,5.3098,137
chr12,112693348,112693811,.,989,.,19.67388,-1,-1,269,1.313244,2.383846,112693348,112693811,11.98469,244,112693469,112693775,7.68919,174
chr12,118854994,118855441,.,741,.,19.67381,-1,-1,225,0.77169,1.786137,118854994,118855441,14.04758,216,118855067,118855431,5.62623,162
chr6,108709603,108709851,.,954,.,19.66342,-1,-1,136,1.232808,2.297618,108709603,108709851,10.56091,137,108709624,108709850,9.10251,115
chr8,90877180,90877600,.,823,.,19.66207,-1,-1,134,0.946609,1.982641,90877180,90877600,13.72832,127,90877224,90877473,5.93375,97
chr1,136018038,136018287,.,987,.,19.65742,-1,-1,96,1.307357,2.378313,136018039,136018287,12.45127,133,136018038,136018225,7.20615,58
chr1,165316524,165316847,.,966,.,19.65742,-1,-1,169,1.26134,2.327796,165316524,165316847,12.45127,164,165316559,165316802,7.20615,140
chr1,171360211,171360783,.,961,.,19.65742,-1,-1,156,1.249478,2.31483,171360211,171360783,12.45127,150,171360253,171360499,7.20615,120
chr11,83447468,83447745,.,975,.,19.65742,-1,-1,154,1.279268,2.349659,83447468,83447745,12.45127,119,83447546,83447721,7.20615,112
chr12,84172893,84174191,.,967,.,19.65742,-1,-1,329,1.263516,2.329962,84172893,84174191,12.45127,511,84172909,84173178,7.20615,131
chr14,68084261,68084950,.,963,.,19.65742,-1,-1,181,1.253379,2.319497,68084261,68084950,12.45127,171,68084384,68084697,7.20615,69
chr17,29147155,29147505,.,991,.,19.65742,-1,-1,151,1.3183,2.387904,29147155,29147505,12.45127,197,29147229,29147399,7.20615,31
chr4,137118117,137118380,.,947,.,19.65742,-1,-1,134,1.217193,2.280936,137118117,137118380,12.45127,131,137118171,137118358,7.20615,83
chr7,28564255,28564647,.,967,.,19.65742,-1,-1,211,1.264219,2.331045,28564255,28564647,12.45127,235,28564336,28564582,7.20615,107
chr9,121494207,121494642,.,960,.,19.65742,-1,-1,193,1.247781,2.313395,121494207,121494642,12.45127,202,121494305,121494505,7.20615,87
chrX,111894501,111895704,.,809,.,19.65282,-1,-1,720,0.921385,1.950373,111894501,111895704,9.25511,731,111894697,111895354,10.39771,514
chr12,84417126,84417785,.,962,.,19.65276,-1,-1,178,1.25277,2.318418,84417126,84417785,11.44072,174,84417159,84417578,8.21204,150
chr14,105898758,105899149,.,619,.,19.65135,-1,-1,219,0.52744,1.491022,105898758,105899149,7.54442,186,105898808,105899148,12.10693,203
chr5,136135669,136136041,.,874,.,19.64661,-1,-1,257,1.055736,2.106446,136135669,136136038,9.78556,246,136135710,136136041,9.86105,227
chr8,109693419,109693769,.,991,.,19.64252,-1,-1,151,1.31843,2.388272,109693419,109693769,11.64641,174,109693435,109693661,7.99611,112
chr11,32614408,32614839,.,916,.,19.6382,-1,-1,318,1.150657,2.207079,32614408,32614839,10.53569,323,32614595,32614820,9.10251,126
chr11,105456476,105456880,.,934,.,19.6382,-1,-1,292,1.190498,2.251046,105456476,105456880,10.53569,291,105456478,105456880,9.10251,292
chr3,8963968,8964254,.,925,.,19.6382,-1,-1,138,1.169667,2.228054,8963968,8964254,10.53569,125,8963991,8964234,9.10251,128
chr4,130861687,130861967,.,943,.,19.6382,-1,-1,136,1.20928,2.271747,130861687,130861967,10.53569,133,130861718,130861910,9.10251,108
chr5,31068546,31069165,.,942,.,19.6382,-1,-1,141,1.208108,2.269985,31068546,31069165,10.53569,134,31068561,31068944,9.10251,134
chr5,124354668,124354917,.,918,.,19.6382,-1,-1,124,1.155895,2.212228,124354668,124354917,10.53569,135,124354673,124354879,9.10251,108
chr7,25244184,25245000,.,940,.,19.6382,-1,-1,401,1.204976,2.266119,25244184,25245000,10.53569,563,25244206,25244904,9.10251,217
chr7,31116612,31117221,.,932,.,19.6382,-1,-1,198,1.185402,2.245796,31116612,31117221,10.53569,149,31116733,31116988,9.10251,127
chr7,132154304,132154853,.,932,.,19.6382,-1,-1,340,1.18495,2.245447,132154304,132154853,10.53569,269,132154449,132154849,9.10251,267
chr9,90056304,90056542,.,933,.,19.6382,-1,-1,81,1.187175,2.249295,90056304,90056542,10.53569,85,90056304,90056520,9.10251,78
chrX,101793819,101794768,.,949,.,19.6382,-1,-1,608,1.224033,2.286253,101793819,101794768,10.53569,604,101794055,101794547,9.10251,376
chr3,135485225,135486012,.,890,.,19.63662,-1,-1,401,1.092666,2.145705,135485225,135486012,10.18646,412,135485487,135485940,9.45016,128
chr8,105346584,105347437,.,775,.,19.63077,-1,-1,511,0.845009,1.868417,105346584,105347437,8.63191,367,105346640,105347410,10.99886,155
chr4,62501761,62502315,.,965,.,19.62976,-1,-1,409,1.258407,2.325629,62501761,62502315,11.69763,412,62502045,62502314,7.93213,122
chr2,129101000,129101398,.,969,.,19.6296,-1,-1,125,1.266655,2.335031,129101016,129101398,12.80272,111,129101000,129101346,6.82688,124
chr1,187997593,187997924,.,775,.,19.62067,-1,-1,126,0.844234,1.867543,187997614,187997924,8.71674,103,187997593,187997798,10.90393,128
chr11,119044342,119045298,.,970,.,19.61917,-1,-1,700,1.268523,2.337939,119044342,119045298,10.89593,706,119044936,119045118,8.72324,101
chr7,112535324,112535731,.,977,.,19.61917,-1,-1,197,1.282483,2.353693,112535324,112535731,10.89593,196,112535351,112535671,8.72324,171
chr7,24515135,24515571,.,770,.,19.61897,-1,-1,111,0.83241,1.855311,24515149,24515571,8.62011,144,24515135,24515323,10.99886,65
chr16,26967972,26968343,.,873,.,19.61886,-1,-1,235,1.054369,2.104795,26967972,26968343,9.75781,225,26968086,26968334,9.86105,132
chrX,155262353,155262864,.,950,.,19.61782,-1,-1,306,1.227136,2.289436,155262353,155262864,12.45127,329,155262411,155262784,7.16655,226
chr7,39544401,39544670,.,522,.,19.61663,-1,-1,156,0.360983,1.25755,39544401,39544670,14.68611,145,39544462,39544622,4.93052,107
chr6,124712192,124712844,.,739,.,19.6149,-1,-1,241,0.767879,1.780844,124712192,124712844,8.34115,274,124712234,124712604,11.27375,167
chr11,102218513,102219274,.,827,.,19.61189,-1,-1,348,0.956824,1.993801,102218513,102219274,13.72832,158,102218537,102219249,5.88357,515
chr17,35838146,35838407,.,704,.,19.61086,-1,-1,129,0.692674,1.695655,35838146,35838397,8.28279,132,35838170,35838407,11.32807,102
chr9,54734316,54734711,.,877,.,19.60972,-1,-1,263,1.064106,2.11304,54734316,54734711,13.34751,259,54734356,54734709,6.26221,227
chr2,164952417,164952667,.,957,.,19.60919,-1,-1,124,1.239627,2.305143,164952417,164952667,12.78231,117,164952444,164952663,6.82688,104
chr10,78464420,78465167,.,808,.,19.6073,-1,-1,593,0.916616,1.946756,78464420,78465167,8.98771,598,78464488,78465140,10.61959,520
chr1,90928124,90928455,.,959,.,19.59741,-1,-1,159,1.243208,2.309804,90928124,90928440,12.77053,154,90928141,90928455,6.82688,147
chr11,119087300,119088021,.,928,.,19.59741,-1,-1,158,1.174736,2.234994,119087300,119088021,12.77053,155,119087337,119087588,6.82688,124
chr13,46428960,46429277,.,951,.,19.59741,-1,-1,145,1.228958,2.292629,46428960,46429277,12.77053,149,46428984,46429239,6.82688,118
chr15,25758830,25759196,.,972,.,19.59741,-1,-1,219,1.270938,2.341962,25758830,25759196,12.77053,219,25759011,25759189,6.82688,39
chr15,102938162,102938841,.,946,.,19.59741,-1,-1,152,1.216662,2.280227,102938162,102938841,12.77053,148,102938184,102938420,6.82688,134
chr16,85900589,85901166,.,946,.,19.59741,-1,-1,442,1.216463,2.279872,85900589,85901166,12.77053,423,85900633,85901153,6.82688,417
chr17,56416896,56417631,.,931,.,19.59741,-1,-1,132,1.183896,2.244051,56416896,56417631,12.77053,129,56416915,56417379,6.82688,116
chr17,65849786,65850173,.,941,.,19.59741,-1,-1,238,1.206402,2.267524,65849786,65850173,12.77053,239,65849927,65850143,6.82688,97
chr19,53500397,53500769,.,944,.,19.59741,-1,-1,143,1.213034,2.275273,53500397,53500769,12.77053,138,53500433,53500691,6.82688,112
chr19,56326313,56326608,.,969,.,19.59741,-1,-1,142,1.266321,2.334668,56326313,56326608,12.77053,148,56326335,56326496,6.82688,115
chr3,51396318,51396689,.,936,.,19.59741,-1,-1,137,1.193957,2.255599,51396318,51396689,12.77053,141,51396350,51396514,6.82688,101
chr4,115936638,115936985,.,950,.,19.59741,-1,-1,207,1.227063,2.289082,115936638,115936985,12.77053,202,115936723,115936888,6.82688,127
chr4,119136148,119136602,.,953,.,19.59741,-1,-1,305,1.230808,2.295121,119136148,119136602,12.77053,302,119136399,119136593,6.82688,58
chr4,133200248,133200727,.,958,.,19.59741,-1,-1,241,1.242178,2.308367,133200248,133200727,12.77053,238,133200263,133200609,6.82688,229
chr5,123346098,123346695,.,949,.,19.59741,-1,-1,305,1.223362,2.285546,123346098,123346695,12.77053,435,123346128,123346424,6.82688,145
chr8,110970037,110970621,.,964,.,19.59741,-1,-1,411,1.256782,2.323463,110970037,110970621,12.77053,421,110970045,110970572,6.82688,393
chr11,55033017,55033660,.,928,.,19.59107,-1,-1,443,1.174977,2.235342,55033017,55033660,10.4065,439,55033156,55033608,9.18457,309
chr8,70522808,70523183,.,848,.,19.58937,-1,-1,239,1.002132,2.043689,70522808,70523183,9.34016,232,70522915,70523178,10.24921,140
chr11,60537119,60537455,.,619,.,19.58009,-1,-1,127,0.528727,1.491929,60537127,60537455,7.57787,116,60537119,60537423,12.00222,131
chr11,95024575,95024885,.,973,.,19.57819,-1,-1,140,1.272554,2.344528,95024575,95024885,10.85495,157,95024583,95024838,8.72324,116
chr11,119299594,119299863,.,954,.,19.57819,-1,-1,144,1.23281,2.297975,119299594,119299863,10.85495,134,119299659,119299850,8.72324,89
chr12,49385154,49385844,.,956,.,19.57819,-1,-1,182,1.236451,2.302989,49385154,49385844,10.85495,178,49385201,49385827,8.72324,140
chr14,79426397,79426795,.,955,.,19.57819,-1,-1,187,1.23512,2.301196,79426397,79426795,10.85495,127,79426498,79426783,8.72324,147
chr2,22622393,22622772,.,952,.,19.57819,-1,-1,143,1.229651,2.294052,22622393,22622772,10.85495,131,22622402,22622613,8.72324,147
chr5,3485816,3486070,.,974,.,19.57819,-1,-1,128,1.276017,2.347097,3485816,3486070,10.85495,129,3485848,3486046,8.72324,95
chr7,16476592,16476874,.,948,.,19.57819,-1,-1,119,1.221283,2.284483,16476592,16476874,10.85495,131,16476607,16476824,8.72324,93
chr9,32672009,32672856,.,960,.,19.57819,-1,-1,463,1.246643,2.312677,32672009,32672856,10.85495,733,32672093,32672346,8.72324,110
chr9,50438063,50438313,.,949,.,19.57819,-1,-1,135,1.226114,2.287668,50438063,50438313,10.85495,133,50438076,50438262,8.72324,125
chr9,56637534,56637804,.,950,.,19.57819,-1,-1,125,1.227897,2.290145,56637534,56637804,10.85495,128,56637564,56637779,8.72324,93
chr8,116921483,116921936,.,964,.,19.56852,-1,-1,327,1.25708,2.323824,116921483,116921936,11.78857,351,116921540,116921897,7.77995,247
chr4,78211674,78212231,.,889,.,19.56367,-1,-1,400,1.087843,2.141678,78211712,78212231,10.14207,369,78211674,78212199,9.4216,393
chr11,120229995,120230237,.,782,.,19.55896,-1,-1,111,0.858486,1.884819,120230005,120230235,8.93937,103,120229995,120230237,10.61959,110
chr12,56614498,56614689,.,793,.,19.55896,-1,-1,88,0.882045,1.911849,56614498,56614689,8.93937,113,56614505,56614683,10.61959,56
chr17,12741456,12742636,.,774,.,19.55896,-1,-1,489,0.841911,1.865506,12741456,12742636,8.93937,424,12741743,12742335,10.61959,267
chr8,48228493,48229113,.,783,.,19.55896,-1,-1,138,0.859815,1.886883,48228493,48229113,8.93937,154,48228540,48228742,10.61959,76
chrX,12587396,12588186,.,815,.,19.5541,-1,-1,602,0.933716,1.964593,12587396,12588186,13.72832,593,12587707,12588142,5.82578,301
chr7,5051449,5051849,.,898,.,19.55038,-1,-1,193,1.112972,2.164803,5051449,5051849,9.98578,181,5051476,5051783,9.5646,179
chr19,41895848,41896154,.,979,.,19.54493,-1,-1,167,1.288186,2.359205,41895848,41896154,12.21516,192,41895865,41896122,7.32977,126
chr17,20945712,20945966,.,924,.,19.53803,-1,-1,103,1.167885,2.225291,20945712,20945966,13.05474,93,20945759,20945939,6.48329,67
chr11,80383163,80383835,.,978,.,19.53799,-1,-1,462,1.285774,2.357366,80383163,80383835,12.27349,454,80383205,80383739,7.2645,429
chr2,32362686,32363391,.,899,.,19.53765,-1,-1,344,1.114077,2.166819,32362686,32363391,10.02899,355,32362704,32363191,9.50866,316
chr7,125707934,125708173,.,957,.,19.53757,-1,-1,84,1.239423,2.304784,125707934,125708173,11.98552,99,125707942,125708134,7.55205,62
chr17,26067624,26067950,.,912,.,19.5374,-1,-1,105,1.142023,2.196498,26067624,26067950,13.08979,109,26067666,26067835,6.44761,60
chr17,35528534,35529090,.,885,.,19.5374,-1,-1,363,1.079226,2.131311,35528534,35529090,13.08979,372,35528822,35528998,6.44761,66
chr2,151999831,152000212,.,921,.,19.5374,-1,-1,134,1.162819,2.219787,151999831,152000212,13.08979,133,151999836,152000118,6.44761,131
chr4,140721998,140722383,.,918,.,19.5374,-1,-1,242,1.153799,2.210853,140721998,140722383,13.08979,235,140722148,140722309,6.44761,100
chr5,113650395,113650637,.,910,.,19.5374,-1,-1,116,1.140064,2.193105,113650395,113650637,13.08979,105,113650434,113650605,6.44761,88
chr5,124477796,124478406,.,896,.,19.5374,-1,-1,474,1.108029,2.159444,124477796,124478406,13.08979,491,124477819,124478333,6.44761,435
chr5,137286921,137287625,.,929,.,19.5374,-1,-1,345,1.177936,2.238126,137286921,137287625,13.08979,351,137286925,137287376,6.44761,336
chr9,57606020,57606532,.,891,.,19.5374,-1,-1,184,1.093423,2.14604,57606020,57606532,13.08979,206,57606056,57606408,6.44761,126
chr10,93081350,93081688,.,979,.,19.53396,-1,-1,116,1.28636,2.358102,93081350,93081688,11.17421,102,93081385,93081565,8.35975,96
chr11,83942189,83942402,.,923,.,19.52953,-1,-1,110,1.167702,2.224258,83942189,83942402,10.37621,91,83942206,83942389,9.15332,112
chr13,12519941,12520525,.,884,.,19.52272,-1,-1,418,1.076997,2.129643,12519941,12520525,13.07511,413,12520160,12520471,6.44761,204
chrX,101222151,101222678,.,964,.,19.52052,-1,-1,328,1.2546,2.321657,101222151,101222678,11.75421,325,101222161,101222637,7.76631,322
chr1,135084951,135085229,.,937,.,19.51817,-1,-1,141,1.198068,2.258402,135084951,135085229,11.17421,133,135085046,135085217,8.34396,55
chr11,54902673,54903320,.,968,.,19.51817,-1,-1,308,1.26455,2.332492,54902673,54903320,11.17421,317,54902840,54903124,8.34396,132
chr11,117781951,117782362,.,948,.,19.51817,-1,-1,203,1.222911,2.285192,117781951,117782362,11.17421,271,117781959,117782350,8.34396,128
chr18,4880631,4880972,.,955,.,19.51817,-1,-1,154,1.236245,2.302271,4880631,4880972,11.17421,182,4880671,4880858,8.34396,86
chr19,5641491,5641792,.,956,.,19.51817,-1,-1,168,1.236897,2.303707,5641491,5641792,11.17421,150,5641561,5641761,8.34396,117
chr4,82507193,82507418,.,962,.,19.51817,-1,-1,91,1.252015,2.317341,82507193,82507418,11.17421,100,82507234,82507405,8.34396,41
chr5,108774590,108775243,.,972,.,19.51817,-1,-1,457,1.26942,2.341229,108774590,108775243,11.17421,410,108774849,108775219,8.34396,246
chr7,45861930,45862422,.,952,.,19.51817,-1,-1,150,1.229008,2.292984,45861930,45862422,11.17421,170,45861930,45862402,8.34396,130
chr7,126446196,126446572,.,956,.,19.51817,-1,-1,130,1.236472,2.303347,126446221,126446572,11.17421,160,126446196,126446562,8.34396,75
chr8,120972638,120972926,.,969,.,19.51817,-1,-1,154,1.267502,2.335758,120972638,120972926,11.17421,141,120972750,120972920,8.34396,55
chr8,125897967,125898392,.,945,.,19.51817,-1,-1,238,1.214748,2.277747,125897967,125898392,11.17421,191,125898055,125898387,8.34396,198
chr9,28403197,28403667,.,956,.,19.51817,-1,-1,273,1.237382,2.304066,28403197,28403667,11.17421,314,28403233,28403582,8.34396,197
chr15,75715126,75715455,.,955,.,19.517,-1,-1,173,1.235489,2.301554,75715126,75715455,10.89593,170,75715162,75715444,8.62107,140
chr6,92183808,92184195,.,396,.,19.50257,-1,-1,191,0.178759,0.95543,92183808,92184195,5.84881,153,92183920,92184177,13.65376,118
chr4,59581293,59581913,.,841,.,19.50186,-1,-1,280,0.987971,2.025994,59581293,59581911,9.26154,88,59581616,59581913,10.24032,149
chr17,48822519,48822733,.,822,.,19.49895,-1,-1,109,0.946311,1.981715,48822522,48822733,9.25863,86,48822519,48822718,10.24032,130
chr18,51117542,51117997,.,826,.,19.49895,-1,-1,249,0.952836,1.989456,51117542,51117997,9.25863,259,51117580,51117997,10.24032,202
chr4,87229975,87230610,.,830,.,19.49895,-1,-1,326,0.962894,2.000967,87229975,87230610,9.25863,162,87230021,87230599,10.24032,445
chr5,124725017,124725229,.,836,.,19.49895,-1,-1,79,0.977008,2.015038,124725017,124725229,9.25863,54,124725028,124725221,10.24032,94
chr8,118181494,118181717,.,818,.,19.49895,-1,-1,105,0.940425,1.972202,118181494,118181717,9.25863,111,118181507,118181689,10.24032,86
chr5,52618384,52618883,.,775,.,19.49686,-1,-1,334,0.844402,1.867835,52618384,52618883,8.75804,324,52618496,52618859,10.73882,233
chr8,31111711,31112438,.,384,.,19.49662,-1,-1,375,0.105446,0.926055,31111711,31112438,15.32464,165,31112143,31112386,4.17198,153
chrX,6092047,6092578,.,966,.,19.48351,-1,-1,221,1.259373,2.326713,6092047,6092578,11.81274,220,6092187,6092376,7.67077,82
chr13,94709821,94710134,.,827,.,19.4774,-1,-1,133,0.955682,1.992559,94709821,94710134,13.40906,146,94709898,94710060,6.06834,43
chr15,59306788,59307072,.,878,.,19.4774,-1,-1,121,1.066029,2.116671,59306788,59307072,13.40906,131,59306793,59306990,6.06834,107
chr18,34768303,34768955,.,863,.,19.4774,-1,-1,430,1.030804,2.080152,34768303,34768955,13.40906,417,34768374,34768850,6.06834,373
chr4,130169732,130170004,.,855,.,19.4774,-1,-1,122,1.015853,2.06129,130169732,130170004,13.40906,122,130169783,130169996,6.06834,72
chr4,139831646,139831941,.,827,.,19.4774,-1,-1,156,0.955541,1.992249,139831646,139831941,13.40906,154,139831728,139831902,6.06834,77
chr7,29348218,29348706,.,838,.,19.4774,-1,-1,174,0.98139,2.018477,29348218,29348706,13.40906,181,29348296,29348512,6.06834,89
chr9,44508934,44510186,.,875,.,19.4774,-1,-1,132,1.059336,2.108424,44508934,44510186,13.40906,124,44508980,44509197,6.06834,94
chr2,30077395,30077992,.,797,.,19.47578,-1,-1,251,0.89095,1.919625,30077395,30077992,9.24751,248,30077494,30077825,10.22827,156
chr2,91069993,91070701,.,802,.,19.47446,-1,-1,302,0.900327,1.931946,91069997,91070701,8.98652,297,91069993,91070656,10.48794,304
chr4,107026989,107027427,.,906,.,19.47387,-1,-1,291,1.130905,2.1823,107026989,107027427,10.37136,291,107027000,107027372,9.10251,280
chr7,6286226,6286649,.,861,.,19.47122,-1,-1,273,1.025846,2.075248,6286226,6286649,9.67994,277,6286369,6286616,9.79128,127
