"","seqnames","start","end","width","strand","idr","signalValue","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","ens_transcript",".","distanceToTSS","ens_genes","gene_symbol","name"
"10873","chr15",102280456,102280977,522,"*",1000,23.71493,"Exon (ENSMUST00000051341.5/106073, exon 2 of 2)",15,102279454,102281754,2301,1,"106073","ENSMUST00000051341","5",1002,"ENSMUSG00000045665","Mfsd5","peak:10873"
"10874","chr11",20112474,20113290,817,"*",1000,23.71454,"Promoter",11,20062304,20112913,50610,2,"66713","ENSMUST00000000137","7",0,"ENSMUSG00000020152","Actr2","peak:10874"
"10875","chr1",151571124,151571883,760,"*",1000,23.70938,"Promoter",1,151571186,151644898,73713,1,"63913","ENSMUST00000134499","7",0,"ENSMUSG00000026483","Fam129a","peak:10875"
"10876","chr10",125388872,125389733,862,"*",1000,23.70938,"Promoter",10,125227485,125389465,161981,2,"20503","ENSMUST00000210780","1",0,"ENSMUSG00000020102","Slc16a7","peak:10876"
"10877","chr12",12941426,12942029,604,"*",1000,23.70938,"Promoter",12,12936093,12941914,5822,2,"18109","ENSMUST00000043396","14",0,"ENSMUSG00000037169","Mycn","peak:10877"
"10878","chr19",28677960,28678498,539,"*",1000,23.70938,"Promoter",19,28678224,28720027,41804,1,"320176","ENSMUST00000181393","7",0,"ENSMUSG00000097735","D930032P07Rik","peak:10878"
"10879","chr4",33209121,33209797,677,"*",1000,23.70938,"Promoter",4,33209263,33231293,22031,1,"272009","ENSMUST00000108159","1",0,"ENSMUSG00000054679","Srsf12","peak:10879"
"10880","chr11",69681511,69682352,842,"*",1000,23.70926,"Promoter",11,69673115,69681846,8732,2,"80886","ENSMUST00000005336","8",0,"ENSMUSG00000005204","Senp3","peak:10880"
"10881","chr11",57827483,57828199,717,"*",1000,23.70765,"Distal Intergenic",11,57828707,57832147,3441,2,"15110","ENSMUST00000036917","2",3948,"ENSMUSG00000037335","Hand1","peak:10881"
"10882","chr11",76243360,76243993,634,"*",1000,23.70579,"Promoter",11,76210571,76243663,33093,2,"276919","ENSMUST00000169701","7",0,"ENSMUSG00000017286","Glod4","peak:10882"
"10883","chr15",66285643,66287009,1367,"*",1000,23.70274,"Promoter",15,65986387,66286642,300256,2,"110862","ENSMUST00000070256","8",0,"ENSMUSG00000056258","Kcnq3","peak:10883"
"10884","chr5",125475639,125476217,579,"*",1000,23.69655,"Promoter",5,125475814,125517410,41597,1,"78894","ENSMUST00000031445","4",0,"ENSMUSG00000029482","Aacs","peak:10884"
"10885","chrX",7648548,7648866,319,"*",1000,23.6947,"Exon (ENSMUST00000069520.10/20977, exon 6 of 7)",20,7643909,7645033,1125,1,"20977","ENSMUST00000134355","1",4639,"ENSMUSG00000031144","Syp","peak:10885"
"10886","chr1",72536136,72536749,614,"*",1000,23.69016,"Promoter",1,72427112,72536930,109819,2,"381270","ENSMUST00000047786","5",181,"ENSMUSG00000039372","Marchf4","peak:10886"
"10887","chr15",99329160,99329420,261,"*",1000,23.69016,"Exon (ENSMUST00000120633.1/22379, exon 6 of 26)",15,99324386,99325653,1268,2,"22379","ENSMUST00000139767","1",-3507,"ENSMUSG00000023008","Fmnl3","peak:10887"
"10888","chr2",146217989,146218799,811,"*",1000,23.69016,"Distal Intergenic",2,146221921,146225020,3100,1,"53626","ENSMUST00000089257","5",-3122,"ENSMUSG00000068154","Insm1","peak:10888"
"10889","chr7",29281068,29282171,1104,"*",1000,23.69016,"Promoter",7,29256323,29281912,25590,2,"20733","ENSMUST00000207601","1",0,"ENSMUSG00000074227","Spint2","peak:10889"
"10890","chr5",135910908,135911369,462,"*",1000,23.68428,"3' UTR",5,135888018,135889561,1544,1,"15507","ENSMUST00000111155","1",22890,"ENSMUSG00000004951","Hspb1","peak:10890"
"10891","chrX",94177903,94178349,447,"*",1000,23.66469,"Distal Intergenic",20,94199641,94212651,13011,2,"26905","ENSMUST00000113922","1",34302,"ENSMUSG00000035150","Eif2s3x","peak:10891"
"10892","chr4",123749583,123750614,1032,"*",1000,23.66191,"Promoter",4,123734559,123750345,15787,2,"68050","ENSMUST00000102636","3",0,"ENSMUSG00000023075","Akirin1","peak:10892"
"10893","chr17",42316089,42316523,435,"*",1000,23.65597,"Promoter",17,42316600,42505077,188478,1,"627626","ENSMUST00000232968","1",-77,"ENSMUSG00000042256","Ptchd4","peak:10893"
"10894","chr17",25274021,25274406,386,"*",1000,23.6539,"Promoter",17,25261916,25274310,12395,2,"22196","ENSMUST00000049911","15",0,"ENSMUSG00000015120","Ube2i","peak:10894"
"10895","chr10",80345028,80345449,422,"*",1000,23.64938,"Promoter",10,80343006,80345238,2233,2,"66548","ENSMUST00000138705","2",0,"ENSMUSG00000043822","Adamtsl5","peak:10895"
"10896","chr12",16800331,16801084,754,"*",1000,23.64938,"Promoter",12,16670615,16800684,130070,2,"268527","ENSMUST00000162112","7",0,"ENSMUSG00000036523","Greb1","peak:10896"
"10897","chr12",70227633,70227876,244,"*",1000,23.64938,"Promoter",12,70190811,70227683,36873,2,"110095","ENSMUST00000071250","12",0,"ENSMUSG00000021069","Pygl","peak:10897"
"10898","chr12",80692280,80693179,900,"*",1000,23.64938,"Promoter",12,80692591,80724214,31624,1,"217682","ENSMUST00000140770","1",0,"ENSMUSG00000066438","Plekhd1","peak:10898"
"10899","chr17",84067136,84067500,365,"*",1000,23.64938,"Distal Intergenic",17,84078660,84089875,11216,1,"74473","ENSMUST00000234076","1",-11160,"ENSMUSG00000117571","4933433H22Rik","peak:10899"
"10900","chr5",135064120,135064812,693,"*",1000,23.64938,"Promoter",5,135064202,135065862,1661,1,"66114","ENSMUST00000071263","6",0,"ENSMUSG00000061118","Dnajc30","peak:10900"
"10901","chr6",93697173,93697471,299,"*",1000,23.64938,"3' UTR",6,93785303,93792539,7237,2,"14924","ENSMUST00000204788","1",95068,"ENSMUSG00000045095","Magi1","peak:10901"
"10902","chrX",48343328,48344097,770,"*",1000,23.64938,"Promoter",20,48343770,48408049,64280,1,"320376","ENSMUST00000037596","12",0,"ENSMUSG00000036959","Bcorl1","peak:10902"
"10903","chrX",103694775,103695675,901,"*",1000,23.64938,"Distal Intergenic",20,103699851,103706454,6604,2,"20502","ENSMUST00000171837","1",10779,"ENSMUSG00000033965","Slc16a2","peak:10903"
"10904","chr19",4125688,4126236,549,"*",1000,23.64899,"Promoter",19,4114446,4125858,11413,2,"11632","ENSMUST00000117831","7",0,"ENSMUSG00000024847","Aip","peak:10904"
"10905","chr5",137045549,137046288,740,"*",1000,23.64585,"Promoter",5,137034993,137046135,11143,2,"11769","ENSMUST00000111080","7",0,"ENSMUSG00000004849","Ap1s1","peak:10905"
"10906","chr10",100486832,100487444,613,"*",1000,23.63905,"Promoter",10,100443902,100487350,43449,2,"237500","ENSMUST00000058154","14",0,"ENSMUSG00000036676","Tmtc3","peak:10906"
"10907","chr16",56037506,56038009,504,"*",1000,23.63741,"Promoter",16,56032609,56037819,5211,2,"52575","ENSMUST00000059052","8",0,"ENSMUSG00000044763","Trmt10c","peak:10907"
"10908","chr1",127676930,127678322,1393,"*",1000,23.63605,"Promoter",1,127486546,127678096,191551,2,"72160","ENSMUST00000027585","13",0,"ENSMUSG00000026347","Tmem163","peak:10908"
"10909","chr15",85978508,85979004,497,"*",1000,23.63605,"Promoter",15,85898930,85978730,79801,2,"12614","ENSMUST00000226840","1",0,"ENSMUSG00000016028","Celsr1","peak:10909"
"10910","chr13",54758116,54759041,926,"*",1000,23.63016,"3' UTR",13,54759428,54763067,3640,2,"104069","ENSMUST00000153829","1",4026,"ENSMUSG00000034891","Sncb","peak:10910"
"10911","chr13",92425731,92427155,1425,"*",1000,23.63016,"Promoter",13,92425896,92441658,15763,1,"218440","ENSMUST00000061594","12",0,"ENSMUSG00000045034","Ankrd34b","peak:10911"
"10912","chr15",79485011,79485894,884,"*",1000,23.63016,"5' UTR",15,79483714,79505241,21528,2,"16520","ENSMUST00000057801","7",19347,"ENSMUSG00000044216","Kcnj4","peak:10912"
"10913","chr15",87544348,87545281,934,"*",1000,23.63016,"Promoter",15,87544299,87759362,215064,1,"106014","ENSMUST00000230414","1",49,"ENSMUSG00000054863","Tafa5","peak:10913"
"10914","chr15",11035647,11036814,1168,"*",1000,23.61922,"3' UTR",15,11033717,11037991,4275,2,"239336","ENSMUST00000058007","6",1177,"ENSMUSG00000060735","Rxfp3","peak:10914"
"10915","chr19",41801635,41802086,452,"*",1000,23.61286,"Promoter",19,41766588,41802047,35460,2,"71085","ENSMUST00000026150","14",0,"ENSMUSG00000025154","Arhgap19","peak:10915"
"10916","chr5",130448516,130449550,1035,"*",1000,23.61093,"Promoter",5,130448801,130847412,398612,1,"140904","ENSMUST00000111288","3",0,"ENSMUSG00000060371","Caln1","peak:10916"
"10917","chr11",5901671,5902348,678,"*",1000,23.60859,"Promoter",11,5901569,5902087,519,2,"103988","ENSMUST00000125434","1",0,"ENSMUSG00000041798","Gck","peak:10917"
"10918","chr4",145246457,145246964,508,"*",1000,23.60859,"Promoter",4,145213463,145246870,33408,2,"21938","ENSMUST00000030336","10",0,"ENSMUSG00000028599","Tnfrsf1b","peak:10918"
"10919","chr9",72491739,72492123,385,"*",1000,23.60859,"Promoter",9,72450394,72491956,41563,2,"21778","ENSMUST00000184312","7",0,"ENSMUSG00000090626","Tex9","peak:10919"
"10920","chr11",107479334,107479885,552,"*",1000,23.60602,"Promoter",11,107479484,107498173,18690,1,"66997","ENSMUST00000021063","12",0,"ENSMUSG00000020720","Psmd12","peak:10920"
"10921","chr2",105016608,105017226,619,"*",1000,23.604,"Promoter",2,104999656,105017080,17425,2,"98221","ENSMUST00000028592","11",0,"ENSMUSG00000027170","Eif3m","peak:10921"
"10922","chr13",64248368,64249128,761,"*",1000,23.60008,"Promoter",13,64195358,64248642,53285,2,"218294","ENSMUST00000109769","9",0,"ENSMUSG00000033102","Cdc14b","peak:10922"
"10923","chr7",126791893,126792662,770,"*",1000,23.59392,"Promoter",7,126785866,126792496,6631,2,"56420","ENSMUST00000032936","7",0,"ENSMUSG00000030697","Ppp4c","peak:10923"
"10924","chr1",133363387,133364350,964,"*",1000,23.58937,"Promoter",1,133363572,133380336,16765,1,"214253","ENSMUST00000135222","8",0,"ENSMUSG00000070644","Etnk2","peak:10924"
"10925","chr10",79818924,79820025,1102,"*",1000,23.58937,"Promoter",10,79820989,79830490,9502,1,"78906","ENSMUST00000169041","8",-964,"ENSMUSG00000035852","Misp","peak:10925"
"10926","chr16",18591641,18592215,575,"*",1000,23.58937,"Promoter",16,18581704,18590671,8968,2,"21380","ENSMUST00000009241","6",-970,"ENSMUSG00000009097","Tbx1","peak:10926"
"10927","chr4",136081665,136082184,520,"*",1000,23.58937,"Distal Intergenic",4,136051241,136053428,2188,2,"67025","ENSMUST00000128733","1",-28237,"ENSMUSG00000059291","Rpl11","peak:10927"
"10928","chr5",148352090,148352440,351,"*",1000,23.58937,"5' UTR",5,148352153,148371546,19394,2,"11987","ENSMUST00000138596","1",19106,"ENSMUSG00000041313","Slc7a1","peak:10928"
"10929","chr7",127716943,127717534,592,"*",1000,23.58937,"3' UTR",7,127713557,127717039,3483,1,"13019","ENSMUST00000205655","1",3386,"ENSMUSG00000042340","Ctf1","peak:10929"
"10930","chr8",71693172,71694031,860,"*",1000,23.58937,"5' UTR",8,71689214,71690575,1362,1,"16336","ENSMUST00000034261","7",3958,"ENSMUSG00000079019","Insl3","peak:10930"
"10931","chr8",112011240,112012223,984,"*",1000,23.58937,"Promoter",8,112011398,112020528,9131,1,"57321","ENSMUST00000052138","10",0,"ENSMUSG00000033430","Terf2ip","peak:10931"
"10932","chr9",91383966,91384504,539,"*",1000,23.58937,"Exon (ENSMUST00000172646.7/22774, exon 4 of 5)",9,91382410,91388044,5635,1,"22774","ENSMUST00000085242","4",1556,"ENSMUSG00000036972","Zic4","peak:10932"
"10933","chr9",120303563,120304719,1157,"*",1000,23.58937,"Promoter",9,120303936,120474841,170906,1,"245049","ENSMUST00000048121","12",0,"ENSMUSG00000041794","Myrip","peak:10933"
"10934","chr6",31218169,31218739,571,"*",1000,23.58783,"Promoter",6,31093559,31218474,124916,2,"232685","ENSMUST00000187876","6",0,"ENSMUSG00000044471","Lncpint","peak:10934"
"10935","chr1",127205006,127206691,1686,"*",862,23.57976,"Promoter",1,127205015,127388212,183198,1,"107895","ENSMUST00000189427","6",0,"ENSMUSG00000036155","Mgat5","peak:10935"
"10936","chr1",87213789,87214518,730,"*",1000,23.57506,"Promoter",1,87213914,87226607,12694,1,"26987","ENSMUST00000113232","7",0,"ENSMUSG00000026254","Eif4e2","peak:10936"
"10937","chr1",86018022,86018774,753,"*",1000,23.57015,"Promoter",1,86018068,86029248,11181,1,"70060","ENSMUST00000149469","2",0,"ENSMUSG00000026226","Spata3","peak:10937"
"10938","chr10",77137028,77137256,229,"*",1000,23.57015,"Exon (ENSMUST00000218871.1/ENSMUST00000218871.1, exon 1 of 1)",10,77053194,77113946,60753,2,"12822","ENSMUST00000072755","11",-23082,"ENSMUSG00000001435","Col18a1","peak:10938"
"10939","chr14",54595104,54595634,531,"*",1000,23.57015,"Exon (ENSMUST00000022786.5/74359, exon 2 of 7)",14,54584664,54585499,836,2,"74359","ENSMUST00000228422","1",-9605,"ENSMUSG00000022179","4931414P19Rik","peak:10939"
"10940","chr14",64586822,64587974,1153,"*",1000,23.57015,"Promoter",14,64588051,64593961,5911,1,"268755","ENSMUST00000180610","7",-77,"ENSMUSG00000097545","Mir124a-1hg","peak:10940"
"10941","chr4",124894568,124895124,557,"*",1000,23.57015,"Promoter",4,124890888,124894782,3895,2,"73628","ENSMUST00000154947","1",0,"ENSMUSG00000085263","1700125G02Rik","peak:10941"
"10942","chr5",124598793,124599008,216,"*",1000,23.57015,"Promoter",5,124598797,124627458,28662,1,"67978","ENSMUST00000130912","2",0,"ENSMUSG00000029386","Tctn2","peak:10942"
"10943","chr5",139541463,139541685,223,"*",1000,23.57015,"Downstream (<=300bp)",5,139543494,139548179,4686,1,"22255","ENSMUST00000172997","2",-1809,"ENSMUSG00000029546","Uncx","peak:10943"
"10944","chr7",131543526,131544778,1253,"*",1000,23.57015,"Promoter",7,131542867,131544925,2059,1,"15373","ENSMUST00000046093","5",659,"ENSMUSG00000040148","Hmx3","peak:10944"
"10945","chr8",12385751,12386473,723,"*",1000,23.57015,"Promoter",8,12385771,12436729,50959,1,"434280","ENSMUST00000080795","8",0,"ENSMUSG00000047935","Sox1ot","peak:10945"
"10946","chr16",11175537,11176577,1041,"*",1000,23.56632,"Promoter",16,11136592,11176393,39802,2,"106205","ENSMUST00000037633","14",0,"ENSMUSG00000037965","Zc3h7a","peak:10946"
"10947","chr2",3418917,3419235,319,"*",1000,23.56188,"Promoter",2,3409043,3419019,9977,2,"104362","ENSMUST00000115084","7",0,"ENSMUSG00000026650","Meig1","peak:10947"
"10948","chr3",53863485,53863920,436,"*",1000,23.55471,"Promoter",3,53853376,53863830,10455,2,"67890","ENSMUST00000146598","7",0,"ENSMUSG00000027746","Ufm1","peak:10948"
"10949","chr16",13667777,13668293,517,"*",1000,23.55433,"Promoter",16,13537960,13668170,130211,2,"74108","ENSMUST00000058884","9",0,"ENSMUSG00000022685","Parn","peak:10949"
"10950","chr5",31047924,31048907,984,"*",1000,23.5516,"Promoter",5,31036036,31048002,11967,2,"330064","ENSMUST00000202520","3",0,"ENSMUSG00000006641","Slc5a6","peak:10950"
"10951","chr9",27299810,27300621,812,"*",1000,23.55092,"Promoter",9,27299228,27334763,35536,1,"235086","ENSMUST00000133213","2",582,"ENSMUSG00000034275","Igsf9b","peak:10951"
"10952","chr9",45138135,45138997,863,"*",1000,23.55092,"Promoter",9,45138395,45154152,15758,1,"399548","ENSMUST00000060125","6",0,"ENSMUSG00000046480","Scn4b","peak:10952"
"10953","chr9",27299141,27299454,314,"*",1000,23.54858,"Promoter",9,27299204,27357546,58343,1,"235086","ENSMUST00000214357","1",0,"ENSMUSG00000034275","Igsf9b","peak:10953"
"10954","chr2",105904147,105904570,424,"*",1000,23.54462,"Promoter",2,105701027,105904564,203538,2,"77766","ENSMUST00000122965","7",0,"ENSMUSG00000027167","Elp4","peak:10954"
"10955","chrX",103616762,103617085,324,"*",1000,23.5323,"Promoter",20,103562593,103616835,54243,2,"78878","ENSMUST00000236107","1",0,"ENSMUSG00000086370","Ftx","peak:10955"
"10956","chr11",97680496,97680863,368,"*",1000,23.52985,"Exon (ENSMUST00000044730.11/246198, exon 19 of 20)",11,97677060,97677130,71,1,"102465559","ENSMUST00000184494","1",3436,"ENSMUSG00000098881","Mir6927","peak:10956"
"10957","chr1",92850308,92850615,308,"*",1000,23.52936,"Promoter",1,92850378,92850443,66,1,"387167","ENSMUST00000083536","1",0,"ENSMUSG00000065470","Mir149","peak:10957"
"10958","chr1",118837272,118838111,840,"*",1000,23.52936,"Exon (ENSMUST00000062483.14/14633, exon 14 of 14)",1,118954220,118954300,81,1,"102465176","ENSMUST00000183982","1",-116109,"ENSMUSG00000098273","Mir6346","peak:10958"
"10959","chr10",82986315,82986610,296,"*",1000,23.52936,"Promoter",10,82985498,83195900,210403,1,"58250","ENSMUST00000040110","7",817,"ENSMUSG00000034612","Chst11","peak:10959"
"10960","chr11",74842188,74843519,1332,"*",1000,23.52936,"3' UTR",11,74837468,74843775,6308,1,"17428","ENSMUST00000132150","1",4720,"ENSMUSG00000000282","Mnt","peak:10960"
"10961","chr7",144738362,144738879,518,"*",1000,23.52936,"Promoter",7,144588549,144738543,149995,2,"101772","ENSMUST00000121758","7",0,"ENSMUSG00000031075","Ano1","peak:10961"
"10962","chr8",4249146,4249757,612,"*",1000,23.52936,"Promoter",8,4248633,4249521,889,1,"100044509","ENSMUST00000124750","1",513,"ENSMUSG00000089736","Tgfbr3l","peak:10962"
"10963","chr8",119585919,119586298,380,"*",1000,23.52936,"Intron (ENSMUST00000093100.2/68270, intron 5 of 11)",8,119575235,119598454,23220,1,"68270","ENSMUST00000093100","2",10684,"ENSMUSG00000031831","Dnaaf1","peak:10963"
"10964","chr1",134708837,134709511,675,"*",1000,23.52643,"Promoter",1,134709300,134753149,43850,1,"20980","ENSMUST00000121990","1",0,"ENSMUSG00000026452","Syt2","peak:10964"
"10965","chr5",29434718,29435447,730,"*",1000,23.52596,"Promoter",5,29434664,29457843,23180,1,"433864","ENSMUST00000001611","10",54,"ENSMUSG00000001569","Nom1","peak:10965"
"10966","chr15",8098836,8099323,488,"*",1000,23.52451,"Promoter",15,7873062,8099191,226130,2,"545085","ENSMUST00000045766","7",0,"ENSMUSG00000039828","Wdr70","peak:10966"
"10967","chr19",5963812,5964418,607,"*",803,23.51792,"Promoter",19,5940542,5964202,23661,2,"18969","ENSMUST00000025752","14",0,"ENSMUSG00000024833","Pola2","peak:10967"
"10968","chr2",85060921,85061278,358,"*",1000,23.51733,"Promoter",2,85060964,85062585,1622,1,"228140","ENSMUST00000238769","1",0,"ENSMUSG00000033955","Tnks1bp1","peak:10968"
"10969","chr2",93462080,93463037,958,"*",1000,23.51684,"Promoter",2,93419111,93462411,43301,2,"12521","ENSMUST00000099696","7",0,"ENSMUSG00000027215","Cd82","peak:10969"
"10970","chr15",37232863,37233486,624,"*",1000,23.51229,"Promoter",15,37231793,37233309,1517,2,"105245924","ENSMUST00000160264","2",0,"ENSMUSG00000089804","Gm16136","peak:10970"
"10971","chr1",92848486,92848863,378,"*",1000,23.51013,"Exon (ENSMUST00000188589.1/ENSMUST00000188589.1, exon 1 of 4)",1,92850378,92850443,66,1,"387167","ENSMUST00000083536","1",-1515,"ENSMUSG00000065470","Mir149","peak:10971"
"10972","chr10",63100079,63100617,539,"*",1000,23.51013,"Promoter",10,63100364,63100978,615,1,"53404","ENSMUST00000219964","1",0,"ENSMUSG00000036816","Atoh7","peak:10972"
"10973","chr11",101627995,101628256,262,"*",1000,23.51013,"Promoter",11,101627972,101633832,5861,1,"66599","ENSMUST00000139037","1",23,"ENSMUSG00000010362","Rdm1","peak:10973"
"10974","chr12",116077441,116078242,802,"*",1000,23.51013,"Promoter",12,116077726,116139972,62247,1,"22355","ENSMUST00000176078","7",0,"ENSMUSG00000011171","Vipr2","peak:10974"
"10975","chr2",147186222,147186479,258,"*",1000,23.51013,"Promoter",2,147183083,147186404,3322,2,"18088","ENSMUST00000067075","6",0,"ENSMUSG00000027434","Nkx2-2","peak:10975"
"10976","chr2",172551471,172551984,514,"*",1000,23.51013,"Promoter",2,172552116,172553518,1403,1,"21420","ENSMUST00000142633","1",-132,"ENSMUSG00000028640","Tfap2c","peak:10976"
"10977","chr3",8462724,8463081,358,"*",1000,23.51013,"Promoter",3,8462228,8463035,808,2,"620966","ENSMUST00000194834","1",0,"ENSMUSG00000102463","1700003N22Rik","peak:10977"
"10978","chr8",47412436,47413069,634,"*",1000,23.51013,"Promoter",8,47180048,47413837,233790,2,"71069","ENSMUST00000211882","1",768,"ENSMUSG00000038143","Stox2","peak:10978"
"10979","chr9",67831066,67831733,668,"*",1000,23.51013,"Promoter",9,67830489,67832330,1842,2,"244911","ENSMUST00000054500","6",597,"ENSMUSG00000047990","C2cd4a","peak:10979"
"10980","chrX",136868312,136868712,401,"*",1000,23.5099,"Promoter",20,136858147,136868755,10609,2,"319642","ENSMUST00000058814","6",43,"ENSMUSG00000043463","Rab9b","peak:10980"
"10981","chr8",124896807,124898521,1715,"*",951,23.50977,"Promoter",8,124893108,124897705,4598,2,"102058","ENSMUST00000098312","3",0,"ENSMUSG00000074030","Exoc8","peak:10981"
"10982","chr3",83055264,83055634,371,"*",1000,23.5003,"Promoter",3,83055522,83072355,16834,1,"53317","ENSMUST00000150268","7",0,"ENSMUSG00000027998","Plrg1","peak:10982"
"10983","chr1",86524799,86525268,470,"*",1000,23.49618,"Distal Intergenic",1,86526726,86530712,3987,1,"19231","ENSMUST00000045897","14",-1458,"ENSMUSG00000026238","Ptma","peak:10983"
"10984","chr2",77816364,77817264,901,"*",1000,23.49091,"Promoter",2,77411100,77816816,405717,2,"241494","ENSMUST00000111831","7",0,"ENSMUSG00000027016","Zfp385b","peak:10984"
"10985","chr4",114821533,114822163,631,"*",1000,23.49091,"Promoter",4,114821722,114856166,34445,1,"433746","ENSMUST00000137570","1",0,"ENSMUSG00000055198","Gm12830","peak:10985"
"10986","chr1",75458422,75458943,522,"*",1000,23.48857,"Intron (ENSMUST00000113577.7/241118, intron 1 of 8)",1,75450699,75474343,23645,1,"241118","ENSMUST00000037708","9",7723,"ENSMUSG00000033007","Asic4","peak:10986"
"10987","chr19",29100952,29101793,842,"*",1000,23.48505,"Promoter",19,29101375,29143843,42469,1,"59028","ENSMUST00000064393","5",0,"ENSMUSG00000024785","Rcl1","peak:10987"
"10988","chr6",83572232,83572440,209,"*",1000,23.48096,"Promoter",6,83543211,83572427,29217,2,"70527","ENSMUST00000205648","1",0,"ENSMUSG00000006906","Stambp","peak:10988"
"10989","chr7",125707290,125707849,560,"*",1000,23.47022,"Promoter",7,125640954,125707677,66724,2,"233863","ENSMUST00000205659","1",0,"ENSMUSG00000032777","Gtf3c1","peak:10989"
"10990","chr16",95585180,95585793,614,"*",1000,23.46936,"Promoter",16,95360210,95586593,226384,2,"13876","ENSMUST00000233269","1",800,"ENSMUSG00000040732","Erg","peak:10990"
"10991","chr2",152339706,152340024,319,"*",1000,23.46936,"Exon (ENSMUST00000040312.6/228775, exon 3 of 4)",2,152342938,152343970,1033,2,"228775","ENSMUST00000124995","1",3946,"ENSMUSG00000032715","Trib3","peak:10991"
"10992","chr2",179931900,179932197,298,"*",1000,23.46936,"Exon (ENSMUST00000041618.12/228980, exon 7 of 15)",2,179922004,179929355,7352,2,"228980","ENSMUST00000154961","1",-2545,"ENSMUSG00000039117","Taf4","peak:10992"
"10993","chr4",115052581,115052967,387,"*",1000,23.46936,"Distal Intergenic",4,115056426,115071755,15330,1,"21349","ENSMUST00000030489","8",-3459,"ENSMUSG00000028717","Tal1","peak:10993"
"10994","chr4",148951125,148952372,1248,"*",1000,23.46936,"Exon (ENSMUST00000122222.7/69743, exon 21 of 21)",4,148947492,148948914,1423,2,"108168987","ENSMUST00000123548","1",-2211,"ENSMUSG00000086606","Gm13205","peak:10994"
"10995","chr5",137734801,137736094,1294,"*",1000,23.46936,"Exon (ENSMUST00000118326.7/243300, exon 3 of 6)",5,137731682,137739718,8037,2,"243300","ENSMUST00000212152","1",3624,"ENSMUSG00000045348","Nyap1","peak:10995"
"10996","chr9",43745142,43745646,505,"*",1000,23.46936,"Exon (ENSMUST00000216604.1/ENSMUST00000216604.1, exon 1 of 4)",9,43743984,43807461,63478,1,"58235","ENSMUST00000034510","8",1158,"ENSMUSG00000032012","Nectin1","peak:10996"
"10997","chr8",94098114,94098744,631,"*",1000,23.46396,"Promoter",8,94067954,94098928,30975,2,"67378","ENSMUST00000034206","5",184,"ENSMUSG00000031755","Bbs2","peak:10997"
"10998","chr14",12161661,12161961,301,"*",1000,23.46057,"Intron (ENSMUST00000022264.12/19270, intron 12 of 29)",14,12164890,12213679,48790,1,"19270","ENSMUST00000223890","1",-2929,"ENSMUSG00000021745","Ptprg","peak:10998"
"10999","chr16",90726828,90727616,789,"*",1000,23.45716,"Promoter",16,90719312,90727404,8093,2,"66578","ENSMUST00000099554","4",0,"ENSMUSG00000022978","Mis18a","peak:10999"
"11000","chr11",82764036,82764294,259,"*",1000,23.45584,"Promoter",11,82719250,82764306,45057,2,"12467","ENSMUST00000021040","9",12,"ENSMUSG00000020698","Cct6b","peak:11000"
"11001","chr8",11757976,11758779,804,"*",1000,23.45026,"Promoter",8,11758317,11786215,27899,1,"54126","ENSMUST00000209686","1",0,"ENSMUSG00000031511","Arhgef7","peak:11001"
"11002","chr1",185454767,185455662,896,"*",1000,23.45013,"Promoter",1,185447116,185455568,8453,2,"100039138","ENSMUST00000180623","1",0,"ENSMUSG00000097615","Gm2061","peak:11002"
"11003","chr11",18871265,18871953,689,"*",1000,23.45013,"Intron (ENSMUST00000128654.1/ENSMUST00000128654.1, intron 1 of 2)",11,18880668,19012002,131335,2,"17268","ENSMUST00000118661","7",140049,"ENSMUSG00000020160","Meis1","peak:11003"
"11004","chr11",69405272,69406582,1311,"*",1000,23.45013,"Exon (ENSMUST00000094077.4/216850, exon 10 of 23)",11,69403278,69404215,938,2,"216850","ENSMUST00000156562","1",-1057,"ENSMUSG00000018476","Kdm6b","peak:11004"
"11005","chr13",53462188,53462757,570,"*",1000,23.45013,"Distal Intergenic",13,53466884,53473074,6191,2,"17702","ENSMUST00000021922","9",10317,"ENSMUSG00000021469","Msx2","peak:11005"
"11006","chr15",76074650,76074973,324,"*",1000,23.45013,"Exon (ENSMUST00000100527.12/67959, exon 5 of 12)",15,76075593,76076953,1361,2,"67959","ENSMUST00000230143","1",1980,"ENSMUSG00000002524","Puf60","peak:11006"
"11007","chr16",22438355,22438699,345,"*",1000,23.45013,"Promoter",16,22412924,22439570,26647,2,"104156","ENSMUST00000170393","1",871,"ENSMUSG00000013089","Etv5","peak:11007"
"11008","chr16",90229790,90230194,405,"*",1000,23.45013,"Exon (ENSMUST00000232000.1/ENSMUST00000232000.1, exon 1 of 2)",16,90220754,90226329,5576,1,"20655","ENSMUST00000232505","1",9036,"ENSMUSG00000022982","Sod1","peak:11008"
"11009","chr17",31850497,31851329,833,"*",1000,23.45013,"Promoter",17,31849754,31851575,1822,2,"17691","ENSMUST00000234867","1",246,"ENSMUSG00000024042","Sik1","peak:11009"
"11010","chr2",33543939,33544839,901,"*",1000,23.45013,"Distal Intergenic",2,33454888,33468559,13672,2,"71834","ENSMUST00000126442","1",-75380,"ENSMUSG00000026788","Zbtb43","peak:11010"
